주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,관리기관명,전화번호
5일장터,공영,노외,강원도 화천군 화천읍 하리 21-17,강원도 화천군 화천읍 하리 21-17,86,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
군지부옆,공영,노상,강원도 화천군 화천읍 중앙로 16,강원도 화천군 화천읍 하리 48-4,5,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
정산고~교육청,공영,노상,강원도 화천군 화천읍 하리 28-6,강원도 화천군 화천읍 하리 28-6,71,평일+토요일+공휴일,09:00,18:00,00:00,18:00,09:00,18:00,유료,강원도 화천군청,033-440-2365
공영버스터미널~낭천가든,공영,노상,강원도 화천군 화천읍 하리 27-16,강원도 화천군 화천읍 하리 27-16,13,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
그린장 앞,공영,노외,강원도 화천군 화천읍 하리 52-10,강원도 화천군 화천읍 하리 52-10,7,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,강원도 화천군청,033-442-4013
하리파출소 앞,공영,노외,강원도 화천군 화천읍 강변로 27,강원도 화천군 화천읍 하리 53-29,14,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
하리마을회관 앞,공영,노외,강원도 화천군 화천읍 하리 53-30,강원도 화천군 화천읍 하리 53-30,12,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
태흥~하리파출소,공영,노상,강원도 화천군 화천읍 하리 51-5,강원도 화천군 화천읍 하리 51-5,15,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
대화전통시장 주차공원,공영,노외,강원도 평창군 대화면 대화1길 19,강원도 평창군 대화면 대화리 1000-6,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백룡동굴 주차장,공영,노외,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82,49,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백강파크빌 옆 주차장,공영,노외,강원도 평창군 미탄면 창천변길 9,강원도 평창군 미탄면 창리 730,7,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
효석문학관 (소형),공영,노외,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 548-3,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창식당 옆 주차장,공영,노외,강원도 평창군 미탄면 새터길 6,강원도 평창군 미탄면 창리 277-4,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
효석문학관 (대형),공영,노외,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 530-13,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소옆 주차장,공영,노외,강원도 평창군 봉평면 기풍로 150-2,강원도 평창군 봉평면 창동리 362-2,38,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
카페마커모얘 앞 주차장,공영,노외,강원도 평창군 미탄면 미탄중앙로 6,강원도 평창군 미탄면 창리 693-2,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
봉평중고등학교 옆,공영,노외,강원도 평창군 봉평면 기풍3길 17,강원도 평창군 봉평면 창동리 396-38,63,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
운교치안센터 옆 주차장,공영,노외,강원도 평창군 방림면 서동로 275,강원도 평창군 방림면 운교리 959-2,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
계촌초등학교 정문 주차장,공영,노외,강원도 평창군 방림면 계촌길 61,강원도 평창군 방림면 계촌리 1486-1,5,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
계방산 주차장,공영,노외,강원도 평창군 용평면 운두령로 743,강원도 평창군 봉평면 노동리 159,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
방림복지회관 앞 주차장,공영,노외,강원도 평창군 방림면 서동로 1338-3,강원도 평창군 방림면 방림리 1269,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
금당광고 앞 주차장,공영,노외,강원도 평창군 대화면 대화중앙로 52,강원도 평창군 대화면 대화리 942,29,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
엄목교위,공영,노외,강원도 태백시 삼수길 25,강원도 태백시 황지동 621-63,21,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
먹거리길,공영,노상,강원도 태백시 먹거리길 36,강원도 태백시 황지동 262-77,35,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
태광주유소앞,공영,노상,강원도 태백시 태백로 892,강원도 태백시 황지동 8-71,22,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
황지연지지구,공영,노외,강원도 태백시 태백로 915,강원도 태백시 황지동 20-37,47,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
면사무소 앞 주차장,공영,노외,강원도 평창군 대화면 대화중앙로 154-1,강원도 평창군 대화면 대화리 1180-4,27,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화체육관 옆 주차장,공영,노외,강원도 평창군 대화면 대화1길 28-5,강원도 평창군 대화면 대화리 971-3,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화중고등학교 앞 주차장,공영,노외,강원도 평창군 대화면 대화중앙로 32-8,강원도 평창군 대화면 대화리 857-1,26,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
법장사입구 주차장,공영,노외,강원도 평창군 대화면 고대동길 168,강원도 평창군 대화면 대화리 1758-15,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소앞 주차장(신설),공영,노외,강원도 평창군 대화면 남산2길 20,강원도 평창군 대화면 대화리 1171,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화의원,공영,노외,강원도 평창군 대화면 대화1길 38-3,강원도 평창군 대화면 대화리 978-12,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
노성산 주차장,공영,노외,강원도 평창군 평창읍 평창중앙로 158-8,강원도 평창군 평창읍 하리 19,50,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
청옥막국수 옆 주차장,공영,노외,강원도 평창군 평창읍 송학로 27-5,강원도 평창군 평창읍 하리 58-28,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백오아파트 뒤 주차장,공영,노외,강원도 평창군 평창읍 노람들길 18,강원도 평창군 평창읍 중리-358,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
본전갈비 앞 주차장,공영,노외,강원도 평창군 평창읍 천변길 23,강원도 평창군 평창읍 하리 44-2,24,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
효성타운 뒤 주차장,공영,노외,강원도 평창군 평창읍 향교길 43,강원도 평창군 평창읍 하리 66-3,19,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
바다회식당 옆 주차장,공영,노외,강원도 평창군 평창읍 천변길 24-7,강원도 평창군 평창읍 천변리 25-2,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
할인마트 앞 주차장,공영,노외,강원도 평창군 평창읍 백오로 171,강원도 평창군 평창읍 중리 302,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창초교 앞 (산림조합 옆),공영,노외,강원도 평창군 평창읍 송학로 59,강원도 평창군 평창읍 하리 125-5,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
삼삼오식당 옆 주차장,공영,노외,강원도 평창군 평창읍 노산성길 13,강원도 평창군 평창읍 하리 152,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대원아파트 앞 주차장,공영,노외,강원도 평창군 평창읍 노성로 213-4,강원도 평창군 평창읍 중리 88-7,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창해장국 옆 주차장,공영,노외,강원도 평창군 평창읍 백오로 178,강원도 평창군 평창읍 중리 301,37,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
마하리 주차장,공영,노외,강원도 평창군 미탄면 마하길 42-5,"강원도 평창군 미탄면 마하리 337-1,2",42,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
미탄 주차장,공영,노외,강원도 평창군 미탄면 미탄시장길 22,강원도 평창군 미탄면 창리 709,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
올림픽시장 주차장,공영,노외,강원도 평창군 평창읍 문화길 73,강원도 평창군 평창읍 하리 137-12,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
창리주차공원,공영,노외,강원도 평창군 미탄면 미탄중앙로 69,강원도 평창군 미탄면 창리 773-1,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
계촌주차장(계촌초교 앞),공영,노외,강원도 평창군 방림면 계촌길 63,강원도 평창군 방림면 계촌리 2070-1,45,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
방림 1주차장(농협 옆),공영,노외,강원도 평창군 방림면 서동로 1329-3,강원도 평창군 방림면 방림리 1281,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백덕산 주차장,공영,노외,강원도 평창군 방림면 여우재1길 13-2,강원도 평창군 방림면 운교리 1604,39,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
유현아파트 앞 주차장,공영,노외,강원도 평창군 평창읍 평창중앙로 136,강원도 평창군 평창읍 하리 179-5,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화마을 주차장,공영,노외,강원도 평창군 대화면 문화택지길 57-1,강원도 평창군 대화면 대화리 1958,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
터미널 옆 주차장,공영,노외,강원도 평창군 대화면 평창대로 894,강원도 평창군 대화면 대화리 1012-17,76,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
엄목교삼거리,공영,노상,강원도 태백시 오투로 15,강원도 태백시 황지동 274-229,35,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
송학로 노상주차장,공영,노상,강원도 평창군 평창읍 송학로 71,강원도 평창군 평창읍 하리 210-10,28,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
중앙로 노상주차장,공영,노상,강원도 평창군 평창읍 평창중앙로 66,강원도 평창군 평창읍 하리 165-1,53,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백오로 노상주차장,공영,노상,강원도 평창군 평창읍 백오로 6,강원도 평창군 평창읍 하리 76-3,64,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
군청앞 노상주차장,공영,노상,강원도 평창군 평창읍 군청길 77,강원도 평창군 평창읍 하리 210-2,35,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
유존빌라앞 노상주차장,공영,노상,강원도 평창군 평창읍 백오로 205,강원도 평창군 평창읍 중리 282-1,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
강변아파트 뒤 노상주차장,공영,노상,강원도 평창군 평창읍 서동로 2543-6,강원도 평창군 평창읍 중리 270-9,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
남산로 노상주차장,공영,노상,강원도 평창군 대화면 대화중앙로 112,강원도 평창군 대화면 대화리 990-1,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
kt앞 노상 주차장,공영,노상,강원도 평창군 대화면 남산2길 5,강원도 평창군 대화면 대화리 1169-1,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
중앙로 노상주차장,공영,노상,강원도 평창군 진부면 진부중앙로 94,강원도 평창군 진부면 하진부리 90-6,187,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
금파정 옆 노상주차장,공영,노상,강원도 평창군 미탄면 미탄중앙로 54,강원도 평창군 미탄면 창리 778-12,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
메달플라자 주차장,공영,노상,강원도 평창군 대관령면 해당화3길 24,강원도 평창군 대관령면 횡계리 707,39,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대관령성당앞 주차장,공영,노상,강원도 평창군 대관령면 눈마을길 47,강원도 평창군 대관령면 횡계리 339-1,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
천변리 주차장,공영,노외,강원도 평창군 평창읍 천변길 56,강원도 평창군 평창읍 천변리 46,230,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
우체국 뒤 주차장,공영,노외,강원도 평창군 평창읍 평창중앙로 66,강원도 평창군 평창읍 하리 428,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창 중리 주차장,공영,노외,강원도 평창군 평창읍 노성로 266,강원도 평창군 평창읍 중리 105-2,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화복지센터 주차장,공영,노외,강원도 평창군 평창중앙로 67,강원도 평창군 평창읍 하리 113-1,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
터미널 뒤 주차장,공영,노외,강원도 평창군 평창읍 백오1길 14,강원도 평창군 평창읍 하리 434-2,43,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
군청 앞 주차장,공영,노외,강원도 평창군 평창읍 군청길 77,강원도 평창군 평창읍 하리 220-1,80,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
방범대 앞 주차장,공영,노외,강원도 평창군 평창읍 백오로 150,강원도 평창군 평창읍 중리 334-2,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
소방서 앞 주차장,공영,노외,강원도 평창군 노성로 145,강원도 평창군 평창읍 중리 340,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창교회 앞 주차장,공영,노외,강원도 평창군 평창읍 노산성길 56,강원도 평창군 평창읍 중리 361,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
시청사앞,공영,노상,강원도 태백시 태붐로 21,강원도 태백시 황지동 244-3,21,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
조양마을길 14-8 앞,공영,노외,강원도 영월군 남면 조양마을길 14-8,강원도 영월군 남면 연당리 937,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
두레아트빌 옆 주차장,공영,노외,강원도 평창군 평창읍 노성2길 60,강원도 평창군 평창읍 중리 102,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
송정택지 2주차장,공영,노외,강원도 평창군 진부면 송정택지2길 33-10,강원도 평창군 진부면 송정리 2529-2,5,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
송정택지 3주차장,공영,노외,강원도 평창군 진부면 송정택지1길 52-9,강원도 평창군 진부면 송정리 2540,36,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
송정택지 4주차장,공영,노외,강원도 평창군 진부면 송정택지1길 52-9,강원도 평창군 진부면 송정리 2516-1,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부방앗간 앞 주차장,공영,노외,강원도 평창군 진부면 진부시장뒷길 15,강원도 평창군 진부면 하진부리 145-14,19,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
송정택지 5주차장,공영,노외,강원도 평창군 진부면 송정택지2길 31-9,강원도 평창군 진부면 송정리 2540,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부주공아파트 앞 주차장,공영,노외,강원도 평창군 진부면 경강로 3587,강원도 평창군 진부면 하진부리 123-1,166,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대관령파출소 뒤 주차장,공영,노외,강원도 평창군 대관령면 대관령로 91-8,강원도 평창군 대관령면 횡계리 665,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
하진부리(구터미널)주차장,공영,노외,강원도 평창군 진부면 진부시장뒷길 66,강원도 평창군 진부면 하진부리 206-131,35,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화면 공원주차장,공영,노외,강원도 평창군 대화면 대화중앙로 95,강원도 평창군 대화면 대화리 967-1,29,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부초교앞 주차장,공영,노외,강원도 평창군 진부면 진부새싹길 42,강원도 평창군 진부면 하진부리 206-11,24,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화마을 2주차장,공영,노외,강원도 평창군 대화면 문화택지길 58,강원도 평창군 대화면 대화리 1962-1,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
송정택지 주차공원,공영,노외,강원도 평창군 진부면 송정택지2길 28-20,강원도 평창군 진부면 송정리 2535-1,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화마을 3주차장,공영,노외,강원도 평창군 대화면 문화택지길 58,강원도 평창군 대화면 대화리 1959,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
하진부리(태백주유소뒤)주차장,공영,노외,강원도 평창군 진부면 진부중앙로 100-5,강원도 평창군 진부면 하진부리 1289-30,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
한답모퉁이 주차장,공영,노외,강원도 평창군 봉평면 평촌리 602,강원도 평창군 봉평면 평촌리 산1-5,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
횡계천둔치주차장,공영,노외,강원도 평창군 대관령면 사부랑길 7,강원도 평창군 대관령면 횡계리 661,46,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
봉평전통시장 주차장,공영,노외,강원도 평창군 봉평면 애강나무길 109,강원도 평창군 봉평면 창동리 413,57,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
황태회관앞주차장,공영,노외,강원도 평창군 대관령면 눈마을길 9,강원도 평창군 대관령면 횡계리 348-1,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
남안교위 둔치 주차장,공영,노외,강원도 평창군 봉평면 기풍3길 3,강원도 평창군 봉평면 창동리 435-1,420,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
장터주차장,공영,노외,강원도 평창군 봉평면 기풍3길 19,강원도 평창군 봉평면 창동리 396-38,170,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소 앞 주차장,공영,노외,강원도 평창군 봉평면 기풍4길 10,강원도 평창군 봉평면 창동리 345,19,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
봉평축협 앞 주차장,공영,노외,강원도 평창군 봉평면 동이장터길 26,강원도 평창군 봉평면 창동리 379-1,5,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
고려회관 앞 주차장,공영,노외,강원도 평창군 용평면 금송1길 19-7,강원도 평창군 용평면 장평리 349-3,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
장평장로교회 앞 주차장,공영,노외,강원도 평창군 용평면 금송2길 20-6,강원도 평창군 용평면 장평리 375-3,34,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부주공아파트 뒤 주차장,공영,노외,강원도 평창군 진부면 진부중앙로 46,강원도 평창군 진부면 하진부리 13-7,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
제일교회 앞 주차장,공영,노외,강원도 평창군 평창읍 노성2길 10,강원도 평창군 평창읍 중리 298-4,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부전통시장 주차장,공영,노외,강원도 평창군 진부면 진부시장뒷길 27,강원도 평창군 진부면 하진부리 206-17,50,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부고등학교 앞 주차장,공영,노외,강원도 평창군 진부면 청송로 64,강원도 평창군 진부면 하진부리 164-12,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소앞주차장,공영,노외,강원도 평창군 진부면 석두산2길 13,강원도 평창군 진부면 하진부리 171-3,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화전통시장입구주차장,공영,노외,강원도 평창군 대화면 대화시장2길 23-3,강원도 평창군 대화면 대화리 1001-215,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
