번호,구분,화장실명,소재지도로명주소,소재지지번주소,전화번호,개방시간상세
1240,개방화장실,노원교주유소,서울특별시 도봉구 마들로 776,서울특별시 도봉구 도봉동 629,02-956-5189,24시간
1241,개방화장실,이케이에너지 주식회사,서울특별시 도봉구 도봉로 941,서울특별시 도봉구 도봉동 298-2,02-2266-1448,24시간
1242,개방화장실,지에스칼텍스(주)도봉주유소,서울특별시 도봉구 도봉로 895,서울특별시 도봉구 도봉동 561-6,02-954-0118,24시간
1243,공중화장실,북선 공중화장실,"서울특별시 성북구 북악산로 949-34, 북선공중화장실 (종암동)",서울특별시 성북구 종암동 산 2-27 북선공중화장실,02-2241-4422,24시간
1244,공중화장실,북악숲속 공중화장실,서울특별시 성북구 정릉로 72 (정릉동),서울특별시 성북구 정릉동 산 1-214,02-2241-4422,24시간
1245,공중화장실,북한산 에코체험관 공중화장실,서울특별시 성북구 정릉로24길 110-14(정릉동),서울특별시 성북구 정릉동 산 87-102,02-2241-3663,24시간
1246,공중화장실,북한산보국문역 여객화장실,"서울특별시 성북구 보국문로 지하88, 북한산보국문역 (정릉동)",서울특별시 성북구 정릉동 289-94 북한산보국문역,02-3499-5575,05~24
1247,공중화장실,북한산 생태숲 공중화장실,"서울특별시 성북구 솔샘로25길 121-50, 북한산 자연학습장 (정릉동)",서울특별시 성북구 정릉동 231 북한산 자연학습장,02-2241-3663,24시간
1251,공중화장실,상월곡동 공중화장실,서울특별시 성북구 장월로1가길 99 (상월곡동),서울특별시 성북구 상월곡동 산 1-1,02-2241-4422,24시간
1253,개방화장실,서경로꿈마루도서관,"서울특별시 성북구 서경로 94-1, 서경로꿈마루도서관 (정릉동)",서울특별시 성북구 정릉동 227-176 서경로꿈마루도서관,02-6906-9367,09:00~18:00
1257,공중화장실,성북2동 공중화장실,서울특별시 성북구 성북로26가길 9 (성북동)[*미고시],서울특별시 성북구 성북동 303-19,02-2241-4422,24시간
1258,개방화장실,오복주유소,서울특별시 도봉구 방학로 43,서울특별시 도봉구 방학동 724-5,02-3494-1500,24시간
1259,개방화장실,㈜자연에너지 햇살주유소,서울특별시 도봉구 방학로 142,서울특별시 도봉구 방학동 691-5,02-954-4555,06:00-24:00
1260,개방화장실,지에스칼텍스(주)방학동주유소,서울특별시 도봉구 방학로 186,서울특별시 도봉구 방학동 668-10,02-3493-5189,06:00-24:00
1261,개방화장실,에이치디현대오일뱅크(주)영신주유소,서울특별시 도봉구 방학로 151,서울특별시 도봉구 방학동 671-2,02-956-5152,06:00-24:00
1262,개방화장실,한이에너지(주)쌍문주유소,서울특별시 도봉구 도봉로 547,서울특별시 도봉구 쌍문동 699,02-992-0220,24시간
1263,개방화장실,쌍문셀프주유소,서울특별시 도봉구 노해로 161,서울특별시 도봉구 쌍문동 342-1,02-998-9704,24시간
1264,개방화장실,삼미상사(주) 북부주유소,서울특별시 도봉구 도봉로 437,서울특별시 도봉구 쌍문동 103-7,02-992-5561,24시간
1265,개방화장실,동일석유(주) 창동주유소,서울특별시 도봉구 도봉로 434,서울특별시 도봉구 창동 650-65,02-902-5544,06:00-24:00
1266,개방화장실,대성산업(주) 신창주유소,서울특별시 도봉구 덕릉로 267,서울특별시 도봉구 창동 603-84,02-905-4441,24시간
1267,개방화장실,구도일주유소 파크빌,서울특별시 도봉구 해등로3길 86,서울특별시 도봉구 창동 676-72,02-906-5104,06:00-24:00
1268,개방화장실,구도일주유소 도봉,서울특별시 도봉구 도봉로 706,서울특별시 도봉구 방학동 705-15,02-3491-3454,24시간
1269,개방화장실,㈜이마트 창동점,서울특별시 도봉구 노해로65길 4,서울특별시 도봉구 창동 135-26,02-901-1112,10:00~22:00
1270,개방화장실,홈플러스㈜ 방학점,서울특별시 도봉구 도봉로 678,서울특별시 도봉구 방학동 707-7,02-912-2080,10:00~24:00
1271,개방화장실,신동아프라자,서울특별시 도봉구 방학로 223,서울특별시 도봉구 방학동 271-2,02-956-4004,08:00~10:00
1272,개방화장실,(사)도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41,서울특별시 도봉구 도봉동 30-1,02-954-6442,07:00~10:00
1273,개방화장실,도봉한양프라자,서울특별시 도봉구 마들로724,서울특별시 도봉구 도봉동 657,02-954-2799,00:00~24:00
1274,개방화장실,대우상가,서울특별시 도봉구 덕릉로63가길 61,서울특별시 도봉구 창동 804,02-905-5362,05:00~23:00
1275,공중화장실,창동역동측,서울특별시 도봉구 마들로11길 75-1,서울특별시 도봉구 창동 20,02-2091-3253,상시
1285,개방화장실,신촌동 주민센터,서대문구 연세로2나길 47,서대문구 창천동 4-62,02-330-4357,평일 09:00~18:00
1287,개방화장실,성북구립미술관,"서울특별시 성북구 성북로 134, 성북구립미술관, 글로벌빌리지센터 (성북동)","서울특별시 성북구 성북동 246 성북구립미술관, 글로벌빌리지센터",02-6906-3138,09:00~18:00
1288,개방화장실,성북구민회관,"서울특별시 성북구 성북로4길 177, 성북구민회관 (돈암동)",서울특별시 성북구 돈암동 606-258 성북구민회관,02-6906-3144,06:00~22:00
1289,개방화장실,성북구보건소,"서울특별시 성북구 화랑로 63, 성북구보건소 (하월곡동)",서울특별시 성북구 하월곡동 46-1 성북구보건소,02-2241-5907,08:00~21:00
1291,공중화장실,성북근린공원 공중화장실,없음,서울특별시 성북구 성북동 168-274,02-2241-3667,24시간
1294,공중화장실,성북성터 공중화장실,서울특별시 성북구 성북로23길 129-2 (성북동),서울특별시 성북구 성북동 산 25-168,02-2241-4422,24시간
1296,개방화장실,성북예술창작터,"서울특별시 성북구 성북로 23, 성북예술창작터 (성북동1가)",서울특별시 성북구 성북동1가 74-1 성북예술창작터,02-2038-9989,10:00~18:00
1298,개방화장실,성북장애인복지관,"서울특별시 성북구 화랑로 130, 장애인복지관 (하월곡동)",서울특별시 성북구 하월곡동 11-11 장애인복지관,02-915-9200,09:00~18:00
1302,개방화장실,성북펜싱체육관,서울특별시 성북구 종암로24가길 109(종암동),서울특별시 성북구 종암동 104-4,02-2241-0685,06:00~22:00
1303,공중화장실,성신여대입구역 공중화장실,"서울특별시 성북구 동소문로 지하102, 성신여대입구역 (동선동4가)",서울특별시 성북구 동선동4가 1 성신여대입구역,02-6110-4181,06~24
1306,개방화장실,육아종합지원센터(월곡),"서울특별시 성북구 오패산로10길 19, 성북구육아종합지원센터 (하월곡동)",서울특별시 성북구 하월곡동 222-6 성북구육아종합지원센터,02-918-8080,09:00~18:00
1312,공중화장실,장위3동마을공원 공중화장실,서울특별시 성북구 돌곶이로32길 39-8(장위동),서울특별시 성북구 장위동 77-79,02-2241-3682,24시간
1314,공중화장실,정릉1호 공중화장실,서울특별시 성북구 보국문로30길 64 (정릉동),서울특별시 성북구 정릉동 산 1-1,02-2241-4422,24시간
1321,공중화장실,정릉어울림마당 공중화장실,서울특별시 성북구 솔샘로17길 4 (정릉동),서울특별시 성북구 정릉동 746-4,02-2241-4422,24시간
1322,공중화장실,정릉천 공중화장실,없음,서울특별시 동대문구 청량리동 207-71,02-2241-4422,24시간
1325,공중화장실,종암마을마당 공중화장실,서울특별시 성북구 종암로30길 114 (종암동),서울특별시 성북구 종암동 108-1,02-2241-4422,24시간
1326,이동화장실,중랑천 이동식 공중화장실,없음,서울특별시 성북구 석관동 375-3 중랑천변,02-2241-4422,24시간
1328,개방화장실,청수도서관,서울특별시 성북구 보국문로16가길 20(정릉동),서울특별시 성북구 정릉동 266-121,02-2038-4423,09:00~18:00
1331,공중화장실,한성대입구역 공중화장실,"서울특별시 성북구 삼선교로 지하1, 한성대입구역 (삼선동1가)",서울특별시 성북구 삼선동1가 14 한성대입구역,02-6110-4191,06~24
1332,개방화장실,해오름도서관,"서울특별시 성북구 성북로4길 52(돈암동, 한신한진아파트)",서울특별시 성북구 돈암동 609-1 한신한진아파트,02-6925-7002,09:00~18:00
1338,개방화장실,장위실버복지센터,서울특별시 성북구 한천로 708 (장위동),서울특별시 성북구 장위동 158-15,02-2241-2542,09:00~18:00
1339,공중화장실,월곡구민운동장,"서울특별시 성북구 화랑로13길 144, 성북구민체육관 (하월곡동)",서울특별시 성북구 하월곡동 산 2-1 성북구민체육관,02-2241-0651,24시간
1340,공중화장실,월곡인조잔디구장,"서울특별시 성북구 화랑로13길 144, 월곡인조잔디구장 (하월곡동)",서울특별시 성북구 하월곡동 산 2-1 월곡인조잔디구장,02-2241-0651,24시간
1341,개방화장실,장위뉴타워 개방화장실,"서울특별시 성북구 화랑로 248, 장위뉴타워 (석관동)",서울특별시 성북구 석관동 349-1 장위뉴타워,02-967-3500,24시간
1342,개방화장실,아리랑시네센터,"서울특별시 성북구 아리랑로 82, 아리랑시네센터및아리랑정보도서관 (돈암동)",서울특별시 성북구 돈암동 538-98 아리랑시네센터및아리랑정보도서관,02-3291-5540,09:00~22:00
1343,개방화장실,아리랑도서관,"서울특별시 성북구 아리랑로 82, 아리랑시네센터및아리랑정보도서관 (돈암동)",서울특별시 성북구 돈암동 538-98 아리랑시네센터및아리랑정보도서관,02-3291-4990,"(평일)09:00~22:00(주말)09:00~18:00 (2,4주 월 휴관)"
1344,공중화장실,삼선어린이공원 공중화장실,"서울특별시 성북구 삼선교로4길 147, 삼선어린이집 (삼선동1가)",서울특별시 성북구 삼선동1가 303 삼선어린이집,02-2241-3689,24시간
1345,공중화장실,개운산근린공원 공중화장실,"서울특별시 성북구 북악산로 949-73, 개운산 근린공원 이용지원센터 (돈암동)",서울특별시 성북구 돈암동 산 6-1 개운산 근린공원 이용지원센터,02-2241-3664,24시간
1346,공중화장실,정릉역 여객화장실,"서울특별시 성북구 아리랑로 지하122, 정릉역 (정릉동)",서울특별시 성북구 정릉동 966-330 정릉역,02-3499-5575,05~24
1347,공중화장실,보문역 공중화장실,"서울특별시 성북구 보문로 지하116, 보문역 (보문동1가)",서울특별시 성북구 보문동1가 127-1 보문역,02-6311-6381,05~24
1348,공중화장실,안암역 공중화장실 지하1층,"서울특별시 성북구 고려대로 지하 89, 안암역 (안암동5가)",서울특별시 성북구 안암동5가 146-1 안암역,02-6311-6391,05~24
1349,공중화장실,안암역 공중화장실 지하2층,"서울특별시 성북구 고려대로 지하89, 안암역 (안암동5가)",서울특별시 성북구 안암동5가 146-1 안암역,02-6311-6391,05~24
1350,공중화장실,상월곡역 공중화장실,"서울특별시 성북구 화랑로 지하157, 상월곡역 (상월곡동)",서울특별시 성북구 상월곡동 26-1 상월곡역,02-6311-6421,05~24
1351,공중화장실,고려대역 공중화장실,"서울특별시 성북구 종암로 지하1, 고려대역 (종암동)",서울특별시 성북구 종암동 29-18 고려대역,02-6311-6401,05~24
1358,개방화장실,시네마빌딩 화장실,"서울특별시 성북구 아리랑로12길 4, 시네마빌딩 (돈암동)",서울특별시 성북구 돈암동 538-59,02-6906-9243,09:00~18:00
1360,개방화장실,아리랑어린이도서관,"서울특별시 성북구 아리랑로 75(돈암동, 돈암코오롱하늘채)",서울특별시 성북구 돈암동 644 돈암코오롱하늘채,02-3291-4992,09:00~18:00
1362,공중화장실,안암동 공중화장실,서울특별시 성북구 고려대로8길 7-2 (안암동2가),서울특별시 성북구 안암동2가 140-3,02-2241-4422,24시간
1364,공중화장실,안암지구대,"서울특별시 성북구 지봉로21길 45, 안암지구대 (보문동3가)",서울특별시 성북구 보문동3가 1-1 안암지구대,02-920-1820,24시간
1366,공중화장실,우이천 공중화장실,서울특별시 성북구 장월로 179 (장위동),서울특별시 성북구 장위동 157-22,02-2241-4422,24시간
1369,공중화장실,월곡1동 공중화장실,서울특별시 성북구 오패산로3길 77 (하월곡동),서울특별시 성북구 하월곡동 96-78,02-2241-4422,24시간
1371,공중화장실,월곡광장 공중화장실,서울특별시 성북구 장위로4길 49 (하월곡동),서울특별시 성북구 하월곡동 228-3,02-2241-4422,24시간
1372,개방화장실,월곡꿈그림도서관,"서울특별시 성북구 화랑로13길 17, 진각종 (하월곡동)",서울특별시 성북구 하월곡동 22 진각종,02-6949-1553,09:00~18:00
1373,개방화장실,월곡배드민턴체육관,"서울특별시 성북구 화랑로13길 130, 구립월곡배드민턴전용체욱관 (하월곡동)",서울특별시 성북구 하월곡동 산 2-86 구립월곡배드민턴전용체욱관,02-909-3497,06:00~22:00
1374,공중화장실,월곡역 공중화장실,"서울특별시 성북구 월곡로 지하107, 월곡역 (하월곡동)",서울특별시 성북구 하월곡동 35-1 월곡역,02-6311-6411,05~24
1376,공중화장실,초안산 족구장,서울특별시 도봉구 해등로 13 (창동),서울특별시 도봉구 창동 산 137-4,02-2091-3757,상시
1377,공중화장실,무수골도서관 화장실,서울특별시 도봉구 도봉로175길 7-10 (도봉동),서울특별시 도봉구 도봉동 578-12,02-3492-0078,09:00-18:00
1384,개방화장실,개운산스포츠센터,"서울특별시 성북구 북악산로 949-60, 개운산스포츠센터 (종암동)",서울특별시 성북구 종암동 54-182 개운산스포츠센터,02-925-9960,06:00~22:00
1387,공중화장실,길음역 공중화장실,"서울특별시 성북구 동소문로 지하248, 길음역 (길음동)",서울특별시 성북구 길음동 877-66 길음역,02-6110-4171,06~24
1388,개방화장실,길음환승주차장,"서울특별시 성북구 동소문로 260, 길음역환승주차장 (하월곡동)",서울특별시 성북구 하월곡동 104-112 길음역환승주차장,02-2241-0722,24시간
1389,공중화장실,꿈나라어린이공원 공중화장실,서울특별시 성북구 안암로3길 33(보문동7가),서울특별시 성북구 보문동7가 108-2,02-2241-3689,24시간
